name,score,title,place,date,verified purch,text,upvotes 
Amr,5.0 out of 5 stars,Great buy...,the United States ,July 29 2019,Verified Purchase,  Package came in perfect condition and everything is working great.,0 people found this helpful
Amazon Customer,4.0 out of 5 stars,Four Stars,the United States ,December 31 2017,Verified Purchase,  Good stuff,0 people found this helpful
T. D.,5.0 out of 5 stars,Nice buy,the United States ,December 30 2018,Verified Purchase,  My nephew loves his ps4!,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,He is a happy boy!,the United States ,January 17 2018,Verified Purchase,  Bought for grandson.  He is a happy boy!,0 people found this helpful
Amazon Customer,4.0 out of 5 stars,Didn’t work upon arrival but then I got it to,the United States ,December 19 2019,Verified Purchase,  It showed up not working but I got it to work after resetting it to factory settings,0 people found this helpful
ayesha salzman,5.0 out of 5 stars,Great gift,the United States ,November 19 2018,Verified Purchase,  I got my daughter the PS4 as a birthday gift she love’s it.,0 people found this helpful
Natalie Ortiz,5.0 out of 5 stars,GREAT!!,the United States ,January 11 2019,Verified Purchase,  Item came in mint condition!,0 people found this helpful
beto,5.0 out of 5 stars,Five Stars,the United States ,June 16 2018,Verified Purchase,  Great !!,0 people found this helpful
Connie Hoblitzell,5.0 out of 5 stars,Five Stars,the United States ,February 13 2018,Verified Purchase,  My grandson love this......can't get him out from in front of it!,0 people found this helpful
Danieltrice,5.0 out of 5 stars,Best gift to me,the United States ,January 4 2019,Verified Purchase,  Love it,0 people found this helpful
Sunil Kumar,5.0 out of 5 stars,Excellent,the United States ,February 24 2018,Verified Purchase,  Arrived before time. Excellent product,0 people found this helpful
Johnathan,5.0 out of 5 stars,Five Stars,the United States ,June 8 2018,Verified Purchase,  best system out there besides PC,0 people found this helpful
Dirk,5.0 out of 5 stars,PS is and always will be the best,the United States ,August 23 2019,Verified Purchase,  It's absolutely awesome.,One person found this helpful
Rigoberto,5.0 out of 5 stars,Playstation,the United States ,January 16 2019,Verified Purchase,  Love it & customize it with mosaic style tiles to give it a all original look n style,0 people found this helpful
Yeghish Manasaryan,5.0 out of 5 stars,Thanks,the United States ,September 8 2019,Verified Purchase,  Thank you,0 people found this helpful
Treyvon johnson,5.0 out of 5 stars,Love it,the United States ,October 12 2019,Verified Purchase,  I love the the PlayStation all around in my opinion,0 people found this helpful
Gaurav,4.0 out of 5 stars,"Great product and price, deal matching not quite up there",the United States ,December 5 2017,Verified Purchase,  I purchased the console for $199 plus taxes during Thanksgiving but later learned that another site was offering it at the same price +$50 game credit. It would have been great if Amazon matched that deal. The console otherwise is great and fun to play with.,0 people found this helpful
Nancy Acevedo,5.0 out of 5 stars,Nancy Acevedo,the United States ,September 28 2019,Verified Purchase,  Perfect !!!- Arrived before expected date which was perfect!!! Good Price,0 people found this helpful
Nicolas Prince,5.0 out of 5 stars,Awesome,the United States ,September 7 2018,Verified Purchase,  Awesome,One person found this helpful
Victor Marin,5.0 out of 5 stars,Excellent Console,the United States ,October 19 2018,Verified Purchase,"  Great performance and Storage, playing my fav games in this platform",0 people found this helpful
Rafael Silfa,5.0 out of 5 stars,Five Stars,the United States ,January 19 2018,Verified Purchase,"  As described, worked well, very well priced.10/10 experience.",0 people found this helpful
Kimber,5.0 out of 5 stars,Wonderful pa laying system. I have Xbox 360 and one and the PlayStation beats the am hands down,the United States ,June 25 2018,Verified Purchase,  Need two more,0 people found this helpful
Greg Price,5.0 out of 5 stars,Quarantine lifesaver,the United States ,May 4 2020,Verified Purchase,  It finally came so excited and ups made sure I was home instead of just leaving it outside,0 people found this helpful
Craig Gordon Jr.,4.0 out of 5 stars,Power cord missing,the United States ,December 25 2018,Verified Purchase,  Very nice console looks great but unfortunately it didn't come with a power cable so I had to order one. Still a great product and supplier though.,0 people found this helpful
karma huss,5.0 out of 5 stars,Five Stars,the United States ,March 1 2018,Verified Purchase,  Love the slim console,0 people found this helpful
Bev Jones,5.0 out of 5 stars,Five Stars,the United States ,December 13 2017,Verified Purchase,  Console works great and the delivery was a day ahead of schedule. Thank you.,0 people found this helpful
Becky,5.0 out of 5 stars,Awesome Game Console,the United States ,May 3 2019,Verified Purchase,  My son loves it!,0 people found this helpful
Jeremiah,5.0 out of 5 stars,Five Stars,the United States ,July 2 2018,Verified Purchase,"  It works great for my daughter and I.  We use it to play games, or watch movie!",0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Good buy,the United States ,January 5 2019,Verified Purchase,  My 8yr old loves his PS4,0 people found this helpful
Bambi,5.0 out of 5 stars,Five Stars,the United States ,December 27 2017,Verified Purchase,  :),0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Five Stars,the United States ,January 10 2018,Verified Purchase,  very good buy,0 people found this helpful
Olivia ,5.0 out of 5 stars,You should buy this it will save you some money!,the United States ,May 7 2020,Verified Purchase,  Works good love it!,0 people found this helpful
Alex,5.0 out of 5 stars,Works well,the United States ,September 24 2020,Verified Purchase,"  Runs great! 1tb is really nice. Otherwise, just a normal ps4",0 people found this helpful
carlos espinoza,5.0 out of 5 stars,Excelente,the United States ,October 6 2019,Verified Purchase,  Excelente,0 people found this helpful
Michael ,3.0 out of 5 stars,ONLY GAVE ME 872.2 GB,the United States ,August 31 2019,Verified Purchase,  I got the PS4 and only have me 872.2 GB,0 people found this helpful
P Deezy,5.0 out of 5 stars,Two thumbs up,the United States ,December 26 2018,Verified Purchase,  Two thumbs,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Five Stars,the United States ,January 10 2018,Verified Purchase,  Seems the back charger didn’t charge the first time around!,0 people found this helpful
Jose J. Acevedo,5.0 out of 5 stars,Five Stars,the United States ,November 29 2017,Verified Purchase,  awesome console,0 people found this helpful
J. MARQUEZ,5.0 out of 5 stars,PS4 excellent console,the United States ,December 10 2019,Verified Purchase,  As expected. Great product.,0 people found this helpful
Tahari Scafe,5.0 out of 5 stars,Good so far,the United States ,July 17 2019,Verified Purchase,"  It is working great so far, but I still have time to see if it continues",0 people found this helpful
Frantz Gaspard,5.0 out of 5 stars,Love it. Very fast delivery,the United States ,January 10 2018,Verified Purchase,  Love it.  Very fast delivery,0 people found this helpful
Marie-Claire Koeks,5.0 out of 5 stars,Love it,the United States ,August 29 2019,Verified Purchase,  Bought it for my son. It works perfect,0 people found this helpful
Madi,5.0 out of 5 stars,It’s beautiful,the United States ,January 9 2019,Verified Purchase,  Hell yeah this met my expectations. I’ve been waiting to own one for some time now and I haven’t gotten off of it. I’ve played Detroit Become Human three times now (recommend that game too) (10/10),0 people found this helpful
Qbella,5.0 out of 5 stars,No complaints,the United States ,August 21 2019,Verified Purchase,"  I have NO complaints at all, it works as it should.",0 people found this helpful
RIC WRIGHT,5.0 out of 5 stars,Great purchase,the United States ,November 20 2018,Verified Purchase,  Came exactly as described......11 mths later absolutly no problems,0 people found this helpful
Shantane Washington,5.0 out of 5 stars,So far so good,the United States ,May 28 2020,Verified Purchase,  Shipping was sooner than expected and item arrived as described.,0 people found this helpful
Joseph Orlando Robinson,3.0 out of 5 stars,Sleak and good looking unit,the United States ,December 6 2017,Verified Purchase,"  Sleak and good looking unit. Works well, however it has not been a month as yet and when playing it, I realise the unit trips out at inervals. When it trips out the screen on the tele goes black then after 10 seconds  the picture comes back.I will not berate the product however as it may be an issue with this particular unit and not all of them.",3 people found this helpful
Cesar,5.0 out of 5 stars,That it’s a great company to buy from,the United States ,June 29 2020,Verified Purchase,  I like how it got here earlier than expected and is everything I wanted,0 people found this helpful
Wale,4.0 out of 5 stars,Coupons,the United States ,March 21 2019,Verified Purchase,"  Why am I getting an old expired coupon, there’s no stand with the item as in picture. No headphones in my package. Every other thing is fine and liked.",0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Exactly what I wanted,the United States ,December 17 2019,Verified Purchase,  Everything came and worked properly.,0 people found this helpful
Paul Guillen,5.0 out of 5 stars,Five Stars,the United States ,December 14 2017,Verified Purchase,  I really liked this article !!!! Thank you.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Love it,the United States ,November 17 2019,Verified Purchase,  Love it,0 people found this helpful
Breno,5.0 out of 5 stars,Playstation 4,the United States ,March 28 2018,Verified Purchase,"  Works just like a playstation should, don't know what else to say :)",0 people found this helpful
Lk,5.0 out of 5 stars,Amazing,the United States ,April 7 2020,Verified Purchase,"  Came in nice , and brand new with the whole set.",0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Good product,the United States ,January 6 2021,Verified Purchase,  It worked fine,0 people found this helpful
DL,5.0 out of 5 stars,Five Stars,the United States ,December 27 2017,Verified Purchase,  Love it,0 people found this helpful
Mary,5.0 out of 5 stars,That its best to update your games before you play them and also you have to purchase a Ps4 Playstation Plus membership,the United States ,January 13 2018,Verified Purchase,  I am a diehard Playstation person.That being said a Ps4 is a lot different then a Ps3.Its a lot of things I still have to get use to but I'm happy with my Ps4 5 Stars every time.,One person found this helpful
